;Cheval;Age;Sexe;Race;Courses;Victoires;Places;Allocation tot.;Prime Prop.;Alloc. + Prime Prop.;Gain moyen;Valeur;spec
235;GOLDEN WITCH             ;4;F;PUR SANG;5;0;4;24025,00;0,00;24025,00;4805,00;560.0;haie
236;MI AIME A OU             ;3;F;PUR SANG;3;1;0;24000,00;0,00;24000,00;8000,00;;haie
237;BIPBIP HAS               ;3;F;PUR SANG;3;1;2;23975,00;0,00;23975,00;7991,67;620.0;haie
238;BELLA SCINTILLA          ;3;F;PUR SANG;4;0;3;23960,00;0,00;23960,00;5990,00;645.0;haie
239;BEAUTIFUL SECRET         ;6;H;PUR SANG;9;1;5;23940,00;0,00;23940,00;2660,00;555.0;haie
240;LE PLOUGASTELLEN         ;4;H;PUR SANG;2;1;1;23915,00;0,00;23915,00;11957,50;620.0;haie
241;TETRIS DU MAZET          ;3;H;PUR SANG;3;2;1;23900,00;0,00;23900,00;7966,67;660.0;haie
242;LET ME WIN               ;4;H;PUR SANG;3;0;3;23870,00;0,00;23870,00;7956,67;570.0;haie
243;TANGANYIKA               ;3;H;PUR SANG;3;1;1;23760,00;0,00;23760,00;7920,00;615.0;haie
244;FLORENCE                 ;4;F;PUR SANG;8;0;8;23690,00;0,00;23690,00;2961,25;525.0;haie
245;HISTOIRE DE              ;4;H;CHEVAL AUTRE QUE PUR SANG;2;1;1;23645,00;0,00;23645,00;11822,50;;haie
246;STERN IDOL               ;4;H;PUR SANG;5;1;3;23640,00;0,00;23640,00;4728,00;580.0;haie
247;ROCK ME                  ;4;F;PUR SANG;2;1;1;23600,00;0,00;23600,00;11800,00;620.0;haie
248;HARESCA DU TABERT        ;4;F;CHEVAL AUTRE QUE PUR SANG;6;0;5;23570,00;0,00;23570,00;3928,33;570.0;haie
249;HELIANTHUS               ;4;H;PUR SANG;9;3;3;23460,00;0,00;23460,00;2606,67;540.0;haie
250;TZAR ROYAL               ;5;H;PUR SANG;1;1;0;23400,00;0,00;23400,00;23400,00;595.0;haie
251;QUEEN DOCTOR             ;3;F;PUR SANG;6;3;1;23305,00;0,00;23305,00;3884,17;595.0;haie
252;JAVADO                   ;3;H;PUR SANG;6;0;5;23255,00;0,00;23255,00;3875,83;615.0;haie
253;BLISS FOR EVER           ;5;H;PUR SANG;3;1;0;23040,00;0,00;23040,00;7680,00;350.0;haie
254;ELIXIR PEARL             ;7;H;PUR SANG;8;0;6;23040,00;0,00;23040,00;2880,00;510.0;haie
255;HISTOIRE DE COEUR        ;4;F;CHEVAL AUTRE QUE PUR SANG;4;0;3;23030,00;0,00;23030,00;5757,50;570.0;haie
256;LOUANAS                  ;5;F;PUR SANG;3;1;2;23015,00;0,00;23015,00;7671,67;600.0;haie
257;YES INDEED               ;4;H;PUR SANG;1;1;0;23000,00;0,00;23000,00;23000,00;675.0;haie
258;TRAVELLING BOY           ;4;H;PUR SANG;9;1;5;22990,00;0,00;22990,00;2554,44;555.0;haie
259;HENRI LE FARCEUR         ;4;H;PUR SANG;6;0;4;22955,00;0,00;22955,00;3825,83;580.0;haie
260;COSMOS HARMONY           ;3;F;PUR SANG;3;1;2;22885,00;0,00;22885,00;7628,33;640.0;haie
261;MAGIC NONANTAIS          ;4;H;PUR SANG;3;2;1;22840,00;0,00;22840,00;7613,33;620.0;haie
262;PIRIAC                   ;4;H;PUR SANG;2;1;1;22780,00;0,00;22780,00;11390,00;330.0;haie
263;PARTICULIERE DREAM       ;3;H;PUR SANG;5;1;3;22730,00;0,00;22730,00;4546,00;640.0;haie
264;MA BEAUTE                ;3;F;PUR SANG;5;0;4;22685,00;0,00;22685,00;4537,00;640.0;haie
265;IRONMAN DES PLACES       ;3;H;PUR SANG;2;1;1;22640,00;0,00;22640,00;11320,00;;haie
266;BALILAND                 ;5;F;PUR SANG;8;1;5;22565,00;0,00;22565,00;2820,63;545.0;haie
267;RESPLENDOR               ;5;H;PUR SANG;3;0;2;22560,00;0,00;22560,00;7520,00;650.0;haie
268;NURMI                    ;8;H;PUR SANG;7;0;4;22540,00;0,00;22540,00;3220,00;490.0;haie
269;SPARKLING GEM            ;3;F;PUR SANG;4;0;4;22430,00;0,00;22430,00;5607,50;605.0;haie
270;ZAKY                     ;3;H;PUR SANG;7;2;1;22420,00;0,00;22420,00;3202,86;265.0;haie
271;HASMAR BERE              ;4;H;PUR SANG;5;1;1;22320,00;0,00;22320,00;4464,00;545.0;haie
272;AMOUR DU MATHAN          ;6;F;PUR SANG;3;0;3;22250,00;0,00;22250,00;7416,67;650.0;haie
273;CUZCO DU MATHAN          ;3;H;PUR SANG;3;0;3;22200,00;0,00;22200,00;7400,00;620.0;haie
274;BATMAN FOR EVER          ;4;H;PUR SANG;3;3;0;22080,00;0,00;22080,00;7360,00;610.0;haie
275;SAINTRAC                 ;7;H;PUR SANG;3;1;2;22080,00;0,00;22080,00;7360,00;575.0;haie
276;APOLLO CREED             ;7;H;PUR SANG;5;0;4;21960,00;0,00;21960,00;4392,00;530.0;haie
277;ALCE                     ;3;F;PUR SANG;5;1;3;21780,00;0,00;21780,00;4356,00;595.0;haie
278;EL GRINGO                ;7;H;PUR SANG;3;0;2;21760,00;0,00;21760,00;7253,33;695.0;haie
279;HABANERO                 ;4;H;CHEVAL AUTRE QUE PUR SANG;3;1;2;21690,00;0,00;21690,00;7230,00;;haie
280;LA GATTA                 ;4;F;PUR SANG;9;1;7;21640,00;0,00;21640,00;2404,44;510.0;haie
281;HISTOIRE ROSE            ;4;F;CHEVAL AUTRE QUE PUR SANG;1;1;0;21620,00;0,00;21620,00;21620,00;;haie
282;INTENSE RAFFLES          ;3;H;CHEVAL AUTRE QUE PUR SANG;1;1;0;21620,00;0,00;21620,00;21620,00;;haie
283;HADDEX DES OBEAUX        ;4;H;CHEVAL AUTRE QUE PUR SANG;2;1;0;21620,00;0,00;21620,00;10810,00;;haie
284;KENADARA                 ;4;H;PUR SANG;1;1;0;21620,00;0,00;21620,00;21620,00;;haie
285;GREATSONG                ;4;H;PUR SANG;1;1;0;21620,00;0,00;21620,00;21620,00;245.0;haie
286;CHORAIL DEBELAIR         ;4;H;PUR SANG;1;1;0;21620,00;0,00;21620,00;21620,00;630.0;haie
287;SAINT FELICIEN           ;4;H;PUR SANG;1;1;0;21620,00;0,00;21620,00;21620,00;;haie
288;MISS MONTIGNY            ;4;F;PUR SANG;2;0;2;21620,00;0,00;21620,00;10810,00;590.0;haie
289;BALKEO                   ;4;H;PUR SANG;2;0;2;21620,00;0,00;21620,00;10810,00;595.0;haie
290;WIN MY WINGS             ;8;F;PUR SANG;1;1;0;21600,00;0,00;21600,00;21600,00;;haie
291;SAMBA NONANTAISE         ;6;F;PUR SANG;2;1;0;21600,00;0,00;21600,00;10800,00;585.0;haie
292;CHAPTAL                  ;5;H;PUR SANG;2;1;0;21600,00;0,00;21600,00;10800,00;660.0;haie
293;FEU FOLLET               ;6;H;PUR SANG;1;1;0;21600,00;0,00;21600,00;21600,00;760.0;haie
294;IMMORTELLE               ;3;F;CHEVAL AUTRE QUE PUR SANG;3;1;2;21595,00;0,00;21595,00;7198,33;600.0;haie
295;IRONIQUE                 ;3;H;CHEVAL AUTRE QUE PUR SANG;3;1;2;21480,00;0,00;21480,00;7160,00;625.0;haie
296;SOLEIADO                 ;4;H;PUR SANG;5;1;3;21410,00;0,00;21410,00;4282,00;595.0;haie
297;LE MANS                  ;8;H;PUR SANG;4;0;4;21400,00;0,00;21400,00;5350,00;615.0;haie
298;AMSSETOU                 ;4;F;PUR SANG;4;2;2;21360,00;0,00;21360,00;5340,00;540.0;haie
299;IAMASTAR                 ;3;H;CHEVAL AUTRE QUE PUR SANG;3;1;2;21270,00;0,00;21270,00;7090,00;635.0;haie
300;APPLE 'S PIERRO          ;4;H;PUR SANG;1;1;0;21160,00;0,00;21160,00;21160,00;620.0;haie
301;BALKO SAINT              ;4;H;PUR SANG;1;1;0;21160,00;0,00;21160,00;21160,00;;haie
302;CALNUTZ                  ;9;H;CHEVAL AUTRE QUE PUR SANG;2;1;1;21120,00;0,00;21120,00;10560,00;625.0;haie
303;MANDUROSE                ;3;F;PUR SANG;4;1;3;21100,00;0,00;21100,00;5275,00;610.0;haie
304;PRADORO                  ;5;H;PUR SANG;4;2;2;21060,00;0,00;21060,00;5265,00;570.0;haie
305;LOIE BELLE               ;3;F;PUR SANG;5;1;4;21025,00;0,00;21025,00;4205,00;585.0;haie
306;THE MACHINE              ;3;M;PUR SANG;4;2;1;20920,00;0,00;20920,00;5230,00;600.0;haie
307;COMPLET THON             ;4;H;PUR SANG;9;0;5;20870,00;0,00;20870,00;2318,89;520.0;haie
308;KATANA ONE               ;6;H;PUR SANG;3;1;1;20740,00;0,00;20740,00;6913,33;595.0;haie
309;IRINEKA                  ;4;F;PUR SANG;6;0;5;20740,00;0,00;20740,00;3456,67;285.0;haie
310;HIP HOP CONTI            ;4;H;PUR SANG;3;1;2;20730,00;0,00;20730,00;6910,00;600.0;haie
311;GALILEO DE VIETTE        ;5;H;PUR SANG;4;1;1;20700,00;0,00;20700,00;5175,00;560.0;haie
312;HALO DES OBEAUX          ;4;H;CHEVAL AUTRE QUE PUR SANG;1;1;0;20700,00;0,00;20700,00;20700,00;;haie
313;GREAT PAUL               ;8;H;PUR SANG;6;2;1;20660,00;0,00;20660,00;3443,33;515.0;haie
314;HONNEUR A ESTIVAUX AA    ;4;H;*ANGLO-ARABE COMPLEMENT*;2;1;1;20470,00;0,00;20470,00;10235,00;575.0;haie
315;KONIG DE NOE             ;5;H;PUR SANG;3;2;1;20220,00;0,00;20220,00;6740,00;590.0;haie
316;IMITATEUR                ;3;H;PUR SANG;3;0;3;20220,00;0,00;20220,00;6740,00;595.0;haie
317;ISPANOZA                 ;3;F;PUR SANG;3;2;0;20160,00;0,00;20160,00;6720,00;660.0;haie
318;SINNETIC                 ;4;H;PUR SANG;5;0;5;20135,00;0,00;20135,00;4027,00;590.0;haie
319;ETOURNEAU                ;7;H;PUR SANG;3;1;2;20120,00;0,00;20120,00;6706,67;555.0;haie
320;FARO DE KERSER           ;6;H;PUR SANG;3;0;3;20000,00;0,00;20000,00;6666,67;610.0;haie
321;ISA                      ;4;F;PUR SANG;7;2;1;19920,00;0,00;19920,00;2845,71;520.0;haie
322;JAP CHOPE                ;3;F;PUR SANG;3;1;2;19920,00;0,00;19920,00;6640,00;600.0;haie
323;CQUILEPATRON             ;4;H;PUR SANG;11;0;9;19860,00;0,00;19860,00;1805,45;500.0;haie
324;L'HEURE DU CRIME         ;5;F;PUR SANG;5;1;3;19725,00;0,00;19725,00;3945,00;555.0;haie
325;PRINCE EXPRESS           ;4;H;PUR SANG;2;2;0;19680,00;0,00;19680,00;9840,00;590.0;haie
326;BOSTON EMERY             ;6;H;PUR SANG;2;2;0;19680,00;0,00;19680,00;9840,00;620.0;haie
327;HIP HOP SENAM            ;3;H;PUR SANG;2;1;1;19450,00;0,00;19450,00;9725,00;;haie
328;GENIAL D'ATHON           ;5;H;CHEVAL AUTRE QUE PUR SANG;3;0;3;19425,00;0,00;19425,00;6475,00;590.0;haie
329;MATERA                   ;3;F;PUR SANG;4;2;1;19365,00;0,00;19365,00;4841,25;625.0;haie
330;FERBLUE                  ;5;M;PUR SANG;3;1;2;19245,00;0,00;19245,00;6415,00;620.0;haie
331;MON DOUDOU               ;3;H;PUR SANG;6;0;6;19215,00;0,00;19215,00;3202,50;570.0;haie
332;CERISAIE                 ;4;F;PUR SANG;4;1;2;19210,00;0,00;19210,00;4802,50;600.0;haie
333;MONACOVILLE              ;3;H;PUR SANG;3;2;0;19200,00;0,00;19200,00;6400,00;610.0;haie
334;PARADISE ISLAND          ;5;H;PUR SANG;2;2;0;19200,00;0,00;19200,00;9600,00;570.0;haie
335;CARRIACOU                ;9;H;PUR SANG;1;1;0;19200,00;0,00;19200,00;19200,00;780.0;haie
336;CHELLA SPEED             ;5;F;PUR SANG;3;2;1;19080,00;0,00;19080,00;6360,00;600.0;haie
337;GABORIOT                 ;5;H;CHEVAL AUTRE QUE PUR SANG;2;1;1;19020,00;0,00;19020,00;9510,00;610.0;haie
338;LA COMTESSE BLEU         ;4;F;PUR SANG;7;0;5;18980,00;0,00;18980,00;2711,43;500.0;haie
339;JOLY HERITIERE           ;4;F;PUR SANG;3;1;1;18940,00;0,00;18940,00;6313,33;600.0;haie
340;HYGHLINER GREAT          ;4;H;PUR SANG;3;1;2;18875,00;0,00;18875,00;6291,67;560.0;haie
341;MOT POUR MOT             ;4;H;PUR SANG;2;0;2;18820,00;0,00;18820,00;9410,00;610.0;haie
342;AZER                     ;5;M;PUR SANG;7;2;3;18790,00;0,00;18790,00;2684,29;530.0;haie
343;VESROLI                  ;8;H;PUR SANG;6;3;1;18780,00;0,00;18780,00;3130,00;550.0;haie
344;UZELLEDE ROCHE           ;4;F;PUR SANG;2;2;0;18720,00;0,00;18720,00;9360,00;560.0;haie
345;COEUR NANTAIS            ;5;H;PUR SANG;4;1;2;18720,00;0,00;18720,00;4680,00;575.0;haie
346;HELSINKI NOLIMIT         ;4;H;PUR SANG;4;1;3;18700,00;0,00;18700,00;4675,00;570.0;haie
347;BELLE CAPITAINE          ;6;F;PUR SANG;9;0;7;18590,00;0,00;18590,00;2065,56;540.0;haie
348;GIOTTO DES PLACHIS       ;5;H;CHEVAL AUTRE QUE PUR SANG;4;1;3;18545,00;0,00;18545,00;4636,25;530.0;haie
349;ZAD TO SEA               ;6;F;PUR SANG;9;1;7;18380,00;0,00;18380,00;2042,22;515.0;haie
350;HOSAVILLE                ;4;H;CHEVAL AUTRE QUE PUR SANG;3;0;3;18310,00;0,00;18310,00;6103,33;580.0;haie
351;EMIRAT                   ;7;H;CHEVAL AUTRE QUE PUR SANG;4;0;4;18225,00;0,00;18225,00;4556,25;590.0;haie
352;ALLEGORIE DE VASSY       ;4;F;PUR SANG;2;0;2;18220,00;0,00;18220,00;9110,00;605.0;haie
353;CELTIOR                  ;9;H;PUR SANG;4;0;3;18200,00;0,00;18200,00;4550,00;585.0;haie
354;MANSIONSA                ;7;F;PUR SANG;4;1;3;18170,00;0,00;18170,00;4542,50;545.0;haie
355;CAPIVARI                 ;9;H;PUR SANG;3;0;1;18000,00;0,00;18000,00;6000,00;620.0;haie
356;FELISSA                  ;6;F;PUR SANG;2;0;2;18000,00;0,00;18000,00;9000,00;560.0;haie
357;AJAS                     ;7;H;PUR SANG;1;0;1;18000,00;0,00;18000,00;18000,00;785.0;haie
358;HAPPY ROQUE              ;4;F;PUR SANG;6;0;3;17960,00;0,00;17960,00;2993,33;580.0;haie
359;PHILAE DU MATHAN         ;6;F;PUR SANG;3;1;1;17900,00;0,00;17900,00;5966,67;575.0;haie
360;MASTER ONE               ;5;H;PUR SANG;9;0;5;17800,00;0,00;17800,00;1977,78;490.0;haie
361;GRANDE LEGENDE           ;5;F;PUR SANG;8;1;5;17795,00;0,00;17795,00;2224,38;535.0;haie
362;QUELLE CITY              ;4;F;PUR SANG;3;1;1;17760,00;0,00;17760,00;5920,00;560.0;haie
363;BLACKWOOD                ;4;H;PUR SANG;4;1;2;17640,00;0,00;17640,00;4410,00;600.0;haie
364;MARTY MCFLY              ;5;H;PUR SANG;4;0;3;17620,00;0,00;17620,00;4405,00;585.0;haie
365;RISKAYA                  ;3;F;PUR SANG;5;1;3;17600,00;0,00;17600,00;3520,00;600.0;haie
366;PTITURF                  ;8;H;PUR SANG;6;1;4;17595,00;0,00;17595,00;2932,50;535.0;haie
367;HANNALISA                ;4;F;PUR SANG;4;1;3;17540,00;0,00;17540,00;4385,00;560.0;haie
368;HAROWA                   ;4;F;CHEVAL AUTRE QUE PUR SANG;3;0;3;17535,00;0,00;17535,00;5845,00;610.0;haie
369;ANTIDOTE                 ;3;F;PUR SANG;9;0;7;17505,00;0,00;17505,00;1945,00;550.0;haie
370;RONALD PUMP              ;8;H;PUR SANG;1;0;1;17500,00;0,00;17500,00;17500,00;710.0;haie
371;SAVOYARD                 ;8;H;PUR SANG;5;0;5;17470,00;0,00;17470,00;3494,00;565.0;haie
372;EASTER SUNDAY            ;3;H;PUR SANG;6;0;4;17440,00;0,00;17440,00;2906,67;590.0;haie
373;INFINITE                 ;4;F;PUR SANG;5;1;3;17390,00;0,00;17390,00;3478,00;540.0;haie
374;ELVIS DE BALME           ;7;H;PUR SANG;2;0;2;17390,00;0,00;17390,00;8695,00;590.0;haie
375;GAGE DE REUSSITE         ;5;H;PUR SANG;4;1;2;17335,00;0,00;17335,00;4333,75;610.0;haie
376;MAESTRANZA AA            ;3;F;ANGLO-ARABE DE COMPLEMENT;2;2;0;17280,00;0,00;17280,00;8640,00;;haie
377;ANZORIE                  ;7;F;PUR SANG;2;2;0;17280,00;0,00;17280,00;8640,00;600.0;haie
378;MASTER NONANTAIS         ;3;H;PUR SANG;2;1;1;17280,00;0,00;17280,00;8640,00;;haie
379;MY WAY                   ;6;H;PUR SANG;2;1;1;17250,00;0,00;17250,00;8625,00;630.0;haie
380;NELI HAS                 ;4;F;PUR SANG;2;0;2;17180,00;0,00;17180,00;8590,00;600.0;haie
381;ANNY GLORY               ;3;F;PUR SANG;7;1;5;17015,00;0,00;17015,00;2430,71;560.0;haie
382;SIDELSKIE                ;7;F;PUR SANG;6;1;5;16995,00;0,00;16995,00;2832,50;530.0;haie
383;PLACENET                 ;4;H;PUR SANG;2;1;1;16990,00;0,00;16990,00;8495,00;640.0;haie
384;LOUP NONANTAIS           ;4;H;PUR SANG;4;1;3;16985,00;0,00;16985,00;4246,25;590.0;haie
385;REVE DE PRINCE           ;4;H;PUR SANG;7;0;3;16950,00;0,00;16950,00;2421,43;525.0;haie
386;SHAKAPON                 ;9;H;PUR SANG;1;1;0;16800,00;0,00;16800,00;16800,00;620.0;haie
387;FUREUR DE VIVRE          ;5;M;PUR SANG;2;0;2;16800,00;0,00;16800,00;8400,00;640.0;haie
388;MIRACLE DE HOUELLE       ;4;H;PUR SANG;5;0;4;16800,00;0,00;16800,00;3360,00;560.0;haie
389;DESGARBADO               ;4;H;PUR SANG;6;1;3;16775,00;0,00;16775,00;2795,83;540.0;haie
390;BARBADIN                 ;4;H;PUR SANG;6;0;3;16760,00;0,00;16760,00;2793,33;535.0;haie
391;NAT KING                 ;4;H;PUR SANG;7;1;3;16745,00;0,00;16745,00;2392,14;560.0;haie
392;BASSMATCHI               ;4;H;PUR SANG;5;1;2;16720,00;0,00;16720,00;3344,00;565.0;haie
393;RHONE                    ;3;H;PUR SANG;6;0;5;16710,00;0,00;16710,00;2785,00;580.0;haie
394;VISION D'ANJOU           ;7;F;PUR SANG;8;1;6;16705,00;0,00;16705,00;2088,13;530.0;haie
395;HABIBI LINN              ;6;H;PUR SANG;10;0;7;16660,00;0,00;16660,00;1666,00;550.0;haie
396;HONDA DES MOTTES         ;4;F;CHEVAL AUTRE QUE PUR SANG;2;0;2;16640,00;0,00;16640,00;8320,00;610.0;haie
397;DESIRE FOR EVER          ;3;F;PUR SANG;4;0;4;16575,00;0,00;16575,00;4143,75;585.0;haie
398;A BABORD                 ;4;F;PUR SANG;1;1;0;16560,00;0,00;16560,00;16560,00;640.0;haie
399;INTERSTELLA              ;3;F;CHEVAL AUTRE QUE PUR SANG;3;1;1;16560,00;0,00;16560,00;5520,00;610.0;haie
400;HIGHLANDER               ;4;H;CHEVAL AUTRE QUE PUR SANG;4;1;2;16540,00;0,00;16540,00;4135,00;615.0;haie
401;MISTER VISION            ;3;H;PUR SANG;4;0;3;16450,00;0,00;16450,00;4112,50;615.0;haie
402;HAUT MORVAN              ;4;H;CHEVAL AUTRE QUE PUR SANG;2;1;1;16375,00;0,00;16375,00;8187,50;630.0;haie
403;DASHING FILLY            ;8;F;CHEVAL AUTRE QUE PUR SANG;2;1;1;16360,00;0,00;16360,00;8180,00;530.0;haie
404;HOLY CHILD               ;5;F;PUR SANG;2;2;0;16320,00;0,00;16320,00;8160,00;590.0;haie
405;GO FAST DU GRANVAL       ;5;H;CHEVAL AUTRE QUE PUR SANG;2;2;0;16320,00;0,00;16320,00;8160,00;;haie
406;WILD ONE                 ;5;H;PUR SANG;3;2;0;16320,00;0,00;16320,00;5440,00;640.0;haie
407;THE REVENANT             ;5;H;PUR SANG;2;1;0;16320,00;0,00;16320,00;8160,00;650.0;haie
408;SICILE CHART             ;4;F;PUR SANG;3;1;2;16310,00;0,00;16310,00;5436,67;535.0;haie
409;FAUT PAS REVER           ;4;F;PUR SANG;2;0;2;16280,00;0,00;16280,00;8140,00;590.0;haie
410;HOUADH                   ;5;H;PUR SANG;6;0;3;16250,00;0,00;16250,00;2708,33;540.0;haie
411;PRINCESS POLLY           ;4;F;PUR SANG;5;1;4;16220,00;0,00;16220,00;3244,00;555.0;haie
412;SEVENTY                  ;4;F;PUR SANG;5;0;5;16190,00;0,00;16190,00;3238,00;510.0;haie
413;ASTARA DE LUNE           ;9;F;PUR SANG;5;1;1;16180,00;0,00;16180,00;3236,00;540.0;haie
414;HELL DREAM               ;5;F;PUR SANG;5;1;3;16155,00;0,00;16155,00;3231,00;525.0;haie
415;NAAQOOS FLOW             ;5;H;PUR SANG;6;0;5;16130,00;0,00;16130,00;2688,33;575.0;haie
416;JEWARI OF SAINTS         ;4;F;PUR SANG;4;1;3;16020,00;0,00;16020,00;4005,00;535.0;haie
417;BELLISSIMA GIRL          ;3;F;PUR SANG;6;1;2;15875,00;0,00;15875,00;2645,83;585.0;haie
418;KAMI KAZE                ;10;H;PUR SANG;6;0;4;15830,00;0,00;15830,00;2638,33;550.0;haie
419;INESS BERE               ;3;F;PUR SANG;7;1;4;15800,00;0,00;15800,00;2257,14;560.0;haie
420;HERMES DE CHAMDOUX       ;3;H;PUR SANG;2;0;2;15795,00;0,00;15795,00;7897,50;;haie
421;STORMICAYA               ;4;F;PUR SANG;7;0;6;15785,00;0,00;15785,00;2255,00;510.0;haie
422;DERBY DE TENDRON         ;8;H;CHEVAL AUTRE QUE PUR SANG;3;1;2;15770,00;0,00;15770,00;5256,67;590.0;haie
423;EMZO                     ;7;H;CHEVAL AUTRE QUE PUR SANG;3;1;2;15760,00;0,00;15760,00;5253,33;550.0;haie
424;SHAMOX                   ;5;M;PUR SANG;2;0;2;15680,00;0,00;15680,00;7840,00;570.0;haie
425;KALZARI                  ;3;F;PUR SANG;2;1;1;15600,00;0,00;15600,00;7800,00;;haie
426;GOLDEN PARK              ;5;F;PUR SANG;5;1;3;15535,00;0,00;15535,00;3107,00;550.0;haie
427;PLANTEUR DAVIER          ;6;H;PUR SANG;8;1;2;15535,00;0,00;15535,00;1941,88;520.0;haie
428;DILZANA                  ;4;F;PUR SANG;5;1;3;15520,00;0,00;15520,00;3104,00;540.0;haie
429;RASANGO                  ;10;H;PUR SANG;3;1;2;15445,00;0,00;15445,00;5148,33;605.0;haie
430;SENSITIF                 ;4;H;PUR SANG;6;1;1;15410,00;0,00;15410,00;2568,33;525.0;haie
431;ONSAIJAMAIS              ;10;H;PUR SANG;2;2;0;15360,00;0,00;15360,00;7680,00;685.0;haie
432;DOCTOR DEX               ;8;H;PUR SANG;3;1;2;15345,00;0,00;15345,00;5115,00;580.0;haie
433;CHOUAN                   ;5;H;PUR SANG;9;0;6;15325,00;0,00;15325,00;1702,78;560.0;haie
434;LADY LIUWA               ;4;F;PUR SANG;2;1;1;15310,00;0,00;15310,00;7655,00;;haie
435;CLONDAW CIAN             ;11;H;PUR SANG;4;0;2;15310,00;0,00;15310,00;3827,50;570.0;haie
436;FANTASTIC SIVOLA         ;6;H;PUR SANG;2;1;1;15305,00;0,00;15305,00;7652,50;670.0;haie
437;CYBOR DEL'RAIS           ;8;H;PUR SANG;4;1;2;15300,00;0,00;15300,00;3825,00;505.0;haie
438;COSTOLI                  ;4;H;PUR SANG;4;1;3;15290,00;0,00;15290,00;3822,50;560.0;haie
439;COEURQUIVALSE            ;4;F;PUR SANG;2;2;0;15180,00;0,00;15180,00;7590,00;530.0;haie
440;LET ME LOVE              ;4;F;PUR SANG;1;1;0;15180,00;0,00;15180,00;15180,00;670.0;haie
441;LEIERSPIELERIN           ;7;F;PUR SANG;5;1;2;15120,00;0,00;15120,00;3024,00;520.0;haie
442;LINDY HOP DAVIS          ;4;F;PUR SANG;4;1;2;15055,00;0,00;15055,00;3763,75;560.0;haie
443;HIMOLA                   ;5;H;PUR SANG;7;0;7;15030,00;0,00;15030,00;2147,14;290.0;haie
444;HISATYS                  ;4;F;PUR SANG;4;1;2;14990,00;0,00;14990,00;3747,50;570.0;haie
445;VIRGO CELESTIN           ;4;H;PUR SANG;2;2;0;14920,00;0,00;14920,00;7460,00;610.0;haie
446;HANOUKA DU SEUIL         ;4;F;CHEVAL AUTRE QUE PUR SANG;6;0;4;14920,00;0,00;14920,00;2486,67;535.0;haie
447;GRACE A DIEU             ;5;H;PUR SANG;4;0;3;14910,00;0,00;14910,00;3727,50;585.0;haie
448;HISTOIRE DE FRERES       ;4;F;CHEVAL AUTRE QUE PUR SANG;2;2;0;14880,00;0,00;14880,00;7440,00;610.0;haie
449;AMBRE DE NUIT            ;5;F;PUR SANG;5;0;5;14880,00;0,00;14880,00;2976,00;490.0;haie
450;PSYCHOTIQUE              ;4;F;PUR SANG;9;0;8;14850,00;0,00;14850,00;1650,00;490.0;haie
451;ROI REBEL                ;4;H;PUR SANG;6;1;3;14815,00;0,00;14815,00;2469,17;535.0;haie
452;YACHTING                 ;4;H;PUR SANG;3;0;3;14730,00;0,00;14730,00;4910,00;570.0;haie
453;BACQUEVILLE              ;10;H;CHEVAL AUTRE QUE PUR SANG;7;0;5;14715,00;0,00;14715,00;2102,14;480.0;haie
454;ANGIE                    ;3;F;PUR SANG;2;0;2;14700,00;0,00;14700,00;7350,00;;haie
455;TARSAMIS                 ;4;F;PUR SANG;5;1;2;14680,00;0,00;14680,00;2936,00;575.0;haie
456;HEXTRAVERTIX             ;4;H;PUR SANG;3;1;2;14675,00;0,00;14675,00;4891,67;545.0;haie
457;KEEP RUNNING             ;3;H;PUR SANG;3;0;2;14670,00;0,00;14670,00;4890,00;630.0;haie
458;BLEKARAIN                ;4;H;PUR SANG;4;1;2;14660,00;0,00;14660,00;3665,00;550.0;haie
459;PRIORITY                 ;3;F;PUR SANG;1;0;1;14490,00;0,00;14490,00;14490,00;;haie
460;CONSPIRACY THEORY        ;3;H;PUR SANG;1;0;1;14490,00;0,00;14490,00;14490,00;;haie
461;HOPI DU MATHAN           ;4;F;PUR SANG;3;1;2;14440,00;0,00;14440,00;4813,33;585.0;haie
462;ANJOU BLEU               ;4;H;PUR SANG;3;1;2;14430,00;0,00;14430,00;4810,00;555.0;haie
463;MYBOY                    ;8;H;PUR SANG;5;0;2;14410,00;0,00;14410,00;2882,00;550.0;haie
464;BLAIN                    ;5;F;PUR SANG;4;1;0;14400,00;0,00;14400,00;3600,00;550.0;haie
465;GALLOX                   ;5;H;CHEVAL AUTRE QUE PUR SANG;1;1;0;14400,00;0,00;14400,00;14400,00;595.0;haie
466;POLISUD                  ;5;H;PUR SANG;2;1;0;14400,00;0,00;14400,00;7200,00;620.0;haie
467;AIGLE TEEN               ;6;H;PUR SANG;2;1;0;14400,00;0,00;14400,00;7200,00;595.0;haie
468;MILANESCA                ;5;F;PUR SANG;2;1;0;14400,00;0,00;14400,00;7200,00;610.0;haie
469;FOXY GIRL                ;3;F;PUR SANG;1;0;1;14400,00;0,00;14400,00;14400,00;;haie
470;HEOLE BLACK              ;4;H;CHEVAL AUTRE QUE PUR SANG;4;0;3;14390,00;0,00;14390,00;3597,50;575.0;haie
471;BEAUGOS DE HOUELLE       ;6;H;PUR SANG;5;1;2;14350,00;0,00;14350,00;2870,00;550.0;haie
472;KOTKI                    ;4;H;PUR SANG;8;0;5;14320,00;0,00;14320,00;1790,00;510.0;haie
